HY_id|HY_cod_postal|HY_provincia|HY_descripcion|HY_distribucion|HY_tipo|HY_antiguedad|HY_metros_utiles|HY_metros_totales|HY_num_banos|HY_cert_energ|HY_num_terrazas|HY_ascensor|HY_trastero|HY_num_garajes|HY_precio|HY_precio_anterior|IDEA_area|IDEA_poblacion|IDEA_densidad|IDEA_pc_1960|IDEA_pc_1960_69|IDEA_pc_1970_79|IDEA_pc_1980_89|IDEA_pc_1990_99|IDEA_pc_2000_10|IDEA_pc_comercio|IDEA_pc_industria|IDEA_pc_oficina|IDEA_pc_otros|IDEA_pc_residencial|IDEA_pc_trast_parking|IDEA_ind_tienda|IDEA_ind_turismo|IDEA_ind_alimentacion|IDEA_ind_riqueza|IDEA_rent_alquiler|IDEA_ind_elasticidad|IDEA_ind_liquidez|IDEA_unitprice_sale_residential|IDEA_price_sale_residential|IDEA_stock_sale_residential|IDEA_demand_sale_residential|IDEA_unitprice_rent_residential|IDEA_price_rent_residential|IDEA_stock_rent_residential|IDEA_demand_rent_residential|GA_page_views|GA_mean_bounce|GA_exit_rate|GA_quincena_ini|GA_quincena_ult
6029132|08253|Barcelona|Casa unifamiliar compuesta por dos alturas y formada por tres dormitorios y un baño situada en el municipio de Guardiola, en la provincia de Barcelona.Se distribuye en dos plantas formadas por tres dormitorios, un baño, salón-comedor, cocina amueblada y equipada y terraza superior.Cuenta con puerta de entrada normal, suelosde plaqueta, ventanas de aluminio, pintura lisa, y los baños y la cocina alicatados con azulejos. La viviendanecesita una reforma en cuanto a saneamiento.La vivienda se encuentra en el casco antiguo de la localidad, junto a otras viviendas de carácter residencial.Ubicada en el municipio de Guardiola, en la provincia de Barcelona, en una zona rural y alejada de la ciudad, muy tranquila.|Se distribuye en dos plantas formadas por tres dormitorios, un baño, salón-comedor, cocina amueblada y equipada y terraza superior.|Casa de pueblo|1980|48.5|57.5|1|G|0|0|0|1|110000|119000|378.46|20918|55.27|0.03|0.03|0.31|0.09|0.23|0.31|0.03|0.04|0.01|0.02|0.61|0.3|0.37|0.62|0|0.29|4.45|3|0|1710.49|229246.06|2307|50.15|8.92|893.12|423|52.17|1398|42.92|12.52|11|47
6030218|04740|Almería|"Local situado en la planta baja de un edificio de dos alturas sobre rasante. Se encuentra ubicado en la localidad de Roquetas de mar, provincia de Almeria.
Se distribuye en una planta con una estancia diáfana, una oficina y aseo. Tiene una superficie construida de 958,7 m2.
Cuenta con grandes ventanales, suelos de plaqueta, aire acondicionado, pintura en paredes lisa.
Edificio de oficinas compuesto de dos alturas sobre rasante con un sótano dedicado a aparcamiento y almacén. Es del año 1990 y se encuentra ubicado cerca de la plaza Tres mártires y de la plaza de Toros.
Zona con fácil acceso por carretera (AL-9029, A391). Cuenta con ayuntamiento, bancos, restauración, supermercados, Plaza de Toros, biblioteca municipal, centro educativo (colegio Virgen del Rosario), farmacias, correos. Centro de salud de Roquetqas de mar.
"||Local|1990|0|958.7|0||0|0|0|0|889000|1110200|||||||||||||||||||||||||||||||14|0|2.78|36|43
6030222|04740|Almería|||Oficina||0|141.78|0||0|0|0|0|95400||||||||||||||||||||||||||||||||1|100|100|36|36
6032230|03360|Alicante|Chalet adosado de tres dormitorios y dos baños en Urbanización residencial La Monsina. Situado en Callosa delSegura, provincia de AlicanteSe distribuye en dos plantas:En la planta baja se encuentra la cocina amueblada, salón, una habitación, un aseo, terraza y patioEn la primera planta se encuentran dos habitaciones y unbañoCuenta con carpintería exterior en aluminio lacado y vidrio doble. La carpintería interior en madera y dispone de armarios empotrados. En el salón se encuentra una chimenea de leña y la superficie de la parcela cuenta con jardín.Vivienda unifamiliar en conjunto residencial de moderna construcción Se ubica en zona tranquila a las afueras del municipio de Callosa del Segura, a menos de 30 kilómetros de Guardamar del Segura y dela zona costera.|Se distribuye en tres plantas:En la planta baja se encuentra la cocina amueblada, salón, una habitación, unaseo, jardin delantero con plaza de garaje abierta.En la primera planta se encuentran dos habitaciones, un baño y el acceso al solarium.En la segunda planta se encuentra el solarium.|Chalet adosado|2002|98.25|98.25|1||0|0|0|0|87900||||||||||||||||||||||||||||||||31|58.82|66.67|17|46
6032421|18230|Granada|Piso de tres dormitorios, dos baños, plaza de aparcamiento y trastero, ubicado en un edificio de cuatro plantas sobre rasante y dos plantas bajo rasante, que dispone de ascensor. Se encuentra ubicado en el municipio Atarfe, provincia de Granada. La vivienda se distribuye en tres dormitorios, un salón-comedor, cocina, dos cuartos de baño y dispone como anejo inseparable de plaza de aparcamiento y trastero. Dispone de zonas ajardinadasy piscina comunitaria. Dispone de puerta de entrada normal. Portero automático. El inmueble se encuentra en una zona tranquila de la localidad, rodeado por viviendas de similares características. El edificio tiene una antigüedad aproximada de unos nueve años. Atarfe es un municipio español, perteneciente a la provincia deGranada, en Andalucía. Está situado en la parte centro-norte de la Vega de Granada, a los pies de Sierra Elvira, en la comarca de la Vega de Granada. Cuenta con fácil acceso por carreteras A-92 y N-432, zona tranquila con un buen nivel de servicios como autobuses, supermercados, restauración, farmacias, centros educativos de enseñanza primaria (Colegio Educación Infantil Primaria Fernando de los Ríos) y secundaria (Instituto Educación Secundaria Vega de Atarfe). Centro de salud.|La vivienda se distribuye en tres dormitorios, un salón-comedor, cocina, dos cuartos de baño y dispone como anejo inseparable de plaza de aparcamiento y trastero. Dispone de zonas ajardinadas y piscina comunitaria.|Piso|||119.54|2||0|1|1|1|176000|213300|4725.93|16936|3.58|0.09|0.09|0.12|0.08|0.13|0.49|0.02|0.01|0.01|0.04|0.55|0.37|0.4|0.2|0.4|0.13|6.6|2.2|1|828.54|99962.69|4275|48.29|4.35|564.65|126|50.69|2|0|0|3|8
6032436|18230|Granada|Piso de tres dormitorios, dos baños, plaza de aparcamiento y trastero, ubicado en un edificio de cuatro plantas sobre rasante y dos plantas bajo rasante, que dispone de ascensor. Se encuentra ubicado en el municipio Atarfe, provincia de Granada. La vivienda se distribuye en tres dormitorios, un salón-comedor, cocina, dos cuartos de baño y dispone como anejo inseparable de plaza de aparcamiento y trastero. Dispone de zonas ajardinadasy piscina comunitaria. Dispone de puerta de entrada normal. Portero automático. El inmueble se encuentra en una zona tranquila de la localidad, rodeado por viviendas de similares características. El edificio tiene una antigüedad aproximada de unos nueve años. Atarfe es un municipio español, perteneciente a la provincia deGranada, en Andalucía. Está situado en la parte centro-norte de la Vega de Granada, a los pies de Sierra Elvira, en la comarca de la Vega de Granada. Cuenta con fácil acceso por carreteras A-92 y N-432, zona tranquila con un buen nivel de servicios como autobuses, supermercados, restauración, farmacias, centros educativos de enseñanza primaria (Colegio Educación Infantil Primaria Fernando de los Ríos) y secundaria (Instituto Educación Secundaria Vega de Atarfe). Centro de salud.|La vivienda se distribuye en tres dormitorios, un salón-comedor, cocina, dos cuartos de baño y dispone como anejo inseparable de plaza de aparcamiento y trastero. Dispone de zonas ajardinadas y piscina comunitaria.|Piso|||106.55|2||0|1|1|1|137000|158200|||||||||||||||||||||||||||||||113|0.93|0.58|6|24
6032613|50214|Zaragoza|Casa con tres plantas de dos dormitorios y patio. Situado en el municipio de Campillo de Aragón, provincia deZaragoza.Se distribuye en tres plantasLa planta baja consta de salón y patio.La planta primera consta de cocina, dos dormitorios y un bañoLa planta bajo cubierta hay un desván.Cuenta con carpintería exterior como la carpintería interior de madera. Los suelos son de terraza con pintura lisa en paredes y techos.La vivienda necesita una reforma importante debido a su antigüedad.Vivienda unifamiliar rodeada de edificaciones de similar tipología. La vivienda se ubica en el casco antiguo del municipio, haciendo frontera con Castilla-La Mancha.|Se distribuye en tres plantasLa planta baja consta de salón y patio.La planta primera consta de cocina, dos dormitorios y un bañoLa planta bajo cubierta hay un desván.|Casa de pueblo|1947|104.86|126.6|0||0|0|0|0|24300|26800|||||||||||||||||||||||||||||||93|17.65|12.57|17|47
6033594|04740|Almería|Local situado en el municipio de Roquetas, provincia de Almería. Se encuentra en planta baja de una altura. Se distribuye en una sola planta compuesta de dos aseos, dos salones, una recepción, y una oficina. Tiene una superficie construida de 78 m2. Se encuentra en buen estado de conservación. Se ubica cerca del centro de la localidad, junto a otros comercios de la zona. Situado en el municipio de Roquetas,  provincia de Almería, cerca de la costa y con muchos comercios por la zona.||Local|1993|75.04|75.04|0||0|0|0|0|85900|94400|||||||||||||||||||||||||||||||14|0|5.55|34|46
6034673|04740|Almería|Apartamento de un dormitorio y un baño, ubicado dentro del Edificio Mar y Golf, de nueve plantas que dispone de ascensor. Se encuentra situado en el municipio de Roquetas de Mar, provincia de Almería. El piso se distribuye en hall, salón-comedor-cocina, una habitación y un cuarto de baño.La vivienda cuenta con puerta de entrada normal. Ventanas correderas de aluminio y persianas en pvc. Carpintería interior en madera barnizada. Suelos de gres. Cocina amueblada con encimera,  armarios altos y bajos. Baño completo. Paredes alicatadas en cocina y baño. Pintura plástica. El edificio forma parte del Complejo turístico Mar y Golf, en la Urbanización Playa Serena, que dispone de zonas comunitarias y elementos comunes tales como piscinas, jardines y zona de juegos. Se encuentra rodeado de edificios con las mismas características, a 7 minutos a pie de la playa, 4 km delcastillo de Santa Ana y a 9 km del Aguarium de Roquetas de Mar.  Cuenta con buenos accesos por carretera y con un alto nivel de servicios y comunicaciones tales como colegio, instituto, centro de salud, centros de ocio y comercios, servicio de taxi, líneas regulares de autobuses urbanos e interurbanos.|La vivienda se distribuye en hall, cocina, salón-comedor, un dormitorio y un baño.|Piso|1993|39.98|56.32|1||0|1|0|0|48900|54600|989.5|10648|10.76|0|0|0.12|0.13|0.23|0.51|0.03|0|0|0.03|0.58|0.35|0.2|0.6|0.2|0.2|6.73|3|-1|697.2|80227.29|1248|49.97|4.59|463.5|27|51.67|5|0|33.33|2|21
6034867|08940|Barcelona|"Piso de tres dormitorios con un baño, ubicado en un edificio compuesto de seis alturas sobre rasante. Se encuentra situado en la localidad de Cornella de Llobregat, provincia de Barcelona.
Vivienda distribuida en hall, tres habitaciones, un baño, salón-comedor, cocina y terraza.
Cuenta con suelos de plaqueta, alicatado de azulejo, encimera de granito, ventanas abatibles lacadas en blanco, ventana corredera lacada, persianas de plástico, pintura en paredes y techo lisa. Instalación de agua caliente, teléfono, calefacción individual
Edificio de viviendas plurifamiliar compuesto de seis alturas sobre rasante. Es del año 1960 y se encuentra ubicado en el municipio de Cornella de Llobregat, cerca de la avenida del Baix y estación de tren.
Zona con buena comunicación por carretera (A-2, B-20), estación de tren Cornella-Riera, estación de metro Cornella y líneas de autobuses (94, 95, 67, 68, L52, L82, N13). Cuenta con Hotel Campanile Barcelona Sud, Hotel NH Cornella, club de Atletismo, club de Rugby, campo de futbol municipal, Centro comercial Splau, centros educativos (colegio público Abat Oliba, IES Joan Miró, IES Miquel Marti I Pol), centro de salud Cornella, hospital, farmacias, supermercados, restauración, bancos, correos.
"|Vivienda distribuida en hall, tres habitaciones, un baño, salón-comedor, cocina y terraza.|Piso|1960|57|74|1||1|0|0|0|172000||169.9|20488|120.59|0.16|0.16|0.3|0.08|0.15|0.16|0.03|0|0.02|0.02|0.58|0.34|0.43|0.14|0.43|0.35|4.71|||2638.08|310952.94|537|50.34|12.63|1177.81|159|52.59|100|35.48|36.63|11|47
6035831|30509|Murcia|"Vivienda unifamiliar adosada de tres alturas compuesta por cuatro dormitorios y tres baños. Se encuentra ubicada en la localidad de Molina de Segura, provincia de Murcia.
Vivienda distribuida en tres plantas. Planta semisótano destinada a garaje. La planta baja cuenta con porche, salón-comedor, cocina, aseo, una habitación, un patio. La planta primera cuenta con dos baños y tres habitaciones, la habitación principal con baño y terraza, una habitación con terraza.
Cuenta con suelos de plaqueta, alicatado de azulejos, encimera de granito, carpintería interior de madera barnizada, instalación de gas ciudad, carpinteria exterior de aluminio, pintura en paredes y techos lisa.
Casa unifamiliar adosada de dos alturas sobre rasante y una bajo rasante. Es del año 2007 y se encuentra situada en el municipio de Molina de Segura, a las afueras del municipio, en la zona El Llano.
Zona con buena comunicación por carretera (N-301), línea de autobús (51). Cuenta con Hotel Villa Segura, Polideportivo El Romeral, piscina municipal, centro comercial Vega Plaza, Museo Etnografico, centros educativos (escuela infantil Cativos, escuela infantil El Limonar, CEIP La Purisima, colegio publico Ntra. Sra. De Fatima), restauración, centro de salud El Llano, Hospital Molina de Segura, farmacias, supermercados, bancos.
"|Vivienda distribuida en tres plantas. Planta semisótano destinada a garaje. La planta baja cuenta con porche, salón-comedor, cocina, aseo, una habitación, un patio. La planta primera cuenta con dos baños y tres habitaciones, la habitación principal con baño y terraza, una habitación con terraza.|Chalet adosado|||187|2|E|2|0|0|1|123000||894.26|3526|3.94|0.07|0.07|0.13|0.12|0.19|0.42|0.01|0.02|0.04|0.09|0.39|0.44|1|0|0|0.17||||719.43|118560.57|105|48.17||||0|44|50.63|77.18|12|47
6035959|43007|Tarragona|Piso de tres dormitorios y un cuarto de baño. Se encuentra en la segunda planta de un edificio de seis alturas sobre rasante, el cual dispone de ascensor, provincia de Tarragona.La vivienda está distribuida en tres dormitorios, un cuarto de baño, salón-comedor, cocina, lavadero y vestíbulo. Cuenta con puerta de entrada de madera, ventanas de aluminio con persianas de plástico, carpintería interior de madera, pintura lisa, solados de plaqueta y baño con sanitarios de porcelana vitrificada, todo ello en buen estado de conservación. Se encuentra en el centro de una zona residencial, rodeado por viviendas de similares características. Edificación enaltura en formación de manzana cerrada compuesta por planta baja destinada a portal entrada y locales comerciales y 6 plantas altas destinadas en su totalidad a uso residencial, con viviendas primera residencia. La comunicación vertical se realiza a través de escalera interior con ascensor. Es objeto de valoración la vivienda ubicada en el piso 2º, puerta 7.Cuenta con fácil acceso por carretera N-340, cercanías Renfe Tarragona y líneas de autobús interurbanos. Esta cerca del Puerto Tarraco y a su alrededor podemos encontrar supermercados (Mercadona, Bazares Puerto de Tarragona), colegios (Col-Legi El Carme), hoteles (Apartment E.CO. Home Tarragona, Hotel Catalunya Express) y restaurantes (Pulcinella, Smith Susana).|La vivienda está distribuida en tres dormitorios, un cuarto de baño, salón-comedor, cocina, lavadero y vestíbulo.|Piso|1970|71.02|89|1||0|1|0|0|92000|102000|2072.82|11869|5.73|0.08|0.08|0.15|0.13|0.22|0.35|0.01|0|0|0.08|0.52|0.38|0.32|0.22|0.45|0.5|3.39|||2021.03|356816.18|1185|50.13|7.95|1212.69|216|50.94|594|32.53|18.03|2|47
6037557|08191|Barcelona|"Apartamento de un dormitorio y baño ubicado en un edificio de dos alturas sobre rasante. Se encuentra situado en la localidad de Rubí, provincia de Barcelona.

Vivienda distribuida en salón-comedor, una habitación, cuarto de baño, cocina amueblada, trastero y patio. 

Cuenta con puertas de paso de madera hueca, ventanas correderas, pintura plástica lisa en paredes y suelos de plaqueta. Dispone de video-portero.

Edificio residencial de viviendas colectivas en manzana cerrada de dos alturas sobre rasante destinadas a viviendas. Es del año 2004 y se encuentra ubicado en el centro del municipio a escasos metros del ayuntamiento de Rubí. 

Zona con buenas comunicaciones por carretera (BP-1503 y C-1413a), líneas de autobús (B7, B8, N64) y estación de tren de Rubí. Cuenta con hoteles cercanos (Hotel Sant Pere II, Habitaciones Baobab), instalaciones deportivas (Polideportivo Pabelló la Llana, Club natació Rubí, Campo de fútbol Can Roses Rubí), centros comerciales (Mercadona), centros educativos (C.P. Teresa Altet, IES La Serreta), centros sanitarios (CAP Mutua Rubí) y variedad en comercios y restauración."|Vivienda distribuida en salón-comedor, una habitación, cuarto de baño, cocina amueblada, trastero y patio. |Piso|2004|58.08|67.54|1||0|0|0|0|128000|130900|378.46|20918|55.27|0.03|0.03|0.31|0.09|0.23|0.31|0.03|0.04|0.01|0.02|0.61|0.3|0.37|0.62|0|0.29|4.45|3|0|1710.49|229246.06|2307|50.15|8.92|893.12|423|52.17|60|16.67|19.42|11|46
6037637|12004|Castellón|||Piso||55.03|64.2|1||0|0|0|0|42200|46400|687.13|6011|8.75|0.06|0.06|0.29|0.11|0.11|0.38|0.03|0.01|0.01|0.02|0.48|0.46|0.33|0.33|0.33|0.12|5.91|2.5|0|1143.39|159140.56|750|48.31|9.4|766|51|51.49|871|50.38|14|13|47
6037694|08224|Barcelona|||Casa de pueblo||114|127.65|1||0|0|0|0|166000||83.29|9990|119.95|0.29|0.29|0.04|0.06|0.11|0.21|0.08|0.02|0.03|0.04|0.5|0.35|0.18|0.61|0.2|0.37|3.2|||2058.87|343611.76|675|49.8|8.87|922|126|52.08|1672|51.4|38.47|11|45
6038730|46910|Valencia|Piso de dos dormitorios y dos baños, con garaje y trastero anejos, ubicado en un edificio de cinco alturas sobre rasante y dos sótanos, el cual dispone de ascensor, situado en la localidad de Benetússer, provincia de Valencia.La vivienda está distribuida en vestíbulo, dos dormitorios, dos baños, amplio salón comedor y cocina.Tiene como anejo inseparable una plaza de garaje y un trastero.Dispone de puerta de entrada blindada, carpintería exterior de aluminio lacada en blanco, ventanas con vidrio doble, persianas de plástico, carpintería interior de madera, armarios empotrados, pintura lisa en paredes y en techos, suelos de mármol en toda la vivienda excepto en cocina y baños que son de gres, cocina amueblada, agua caliente, preinstalación de climatizaciónpor conductos individuales y video-portero.Ubicado en un edificio de manzana cerrada, en una zona residencial tranquila, con una antigüedad aproximada de cinco años.Cuenta con fácil acceso y se halla próximo al Polideportivo Municipal, a Mercadona y junto a las zonas más comerciales y transitadas de la localidad, donde podemos encontrar servicios de autobuses regulares, estación de tren, restaurantes cercanos, hoteles, supermercados, centros educativos, de ocio y centro de salud.|La vivienda está distribuida en vestíbulo, dos dormitorios, dos baños, amplio salón comedor y cocina. Tiene como anejo inseparable una plaza de garaje y un trastero.|Piso|2011|91.55|109.61|2|E|0|1|1|1|148000|152000|88.42|15722|177.82|0.11|0.11|0.28|0.09|0.14|0.27|0.03|0.01|0.01|0.02|0.52|0.42|0.25|0.5|0.25|0.13|5.26|3.5|1|947.78|144265.94|2130|49.75|5.59|557.7|60|51.82|319|26.37|12.7|11|47
6042052|46430|Valencia|Piso de tres dormitorios y dos baños situado en la segunda planta de un edificio de cuatro plantas que dispone de ascensor. Se encuentra situado en el municipio de Sollana, provincia de Valencia.La vivienda se distribuye en una sola planta con recibidor, salón- comedor con cocina integrada, tres dormitorios, dos baños, lavadero y balcón.Cuenta con puertas de madera, ventanas de aluminio, pintura plástica lisa y suelos de plaqueta.Situada en una zona residencial.Se encuentra en el municipio de Sollana, provincia de Valencia, zona que cuenta con restauración, supermercados (Consum), Renfe (C1) y centros de ocio.|La vivienda se distribuye en una sola planta con recibidor, salón- comedor con cocina integrada, tres dormitorios, dos baños, lavadero y balcón.|Piso|2008||118.24|2||0|1|0|0|94100||||||||||||||||||||||||||||||||13|42.86|39.29|27|47
6042804|08204|Barcelona|||Garaje||9.83|9.83|0||0|0|0|0|8300|9600|76.37|13622|178.37|0.21|0.21|0.19|0.07|0.14|0.19|0.05|0.01|0|0.12|0.67|0.15|0.33|0.33|0.33|0.23|4.59|||1492.04|174569.5|984|50.6|8.84|706.25|99|52.2|84|11.29|14.25|8|46
6043001|03760|Alicante|Dúplex con tres dormitorios, baño, aseo y terraza sito en planta segunda y bajo cubierta de edificio de cuatro plantas, esta última buhardilla, con ascensor. Situado en el municipio de Ondara, provincia de Alicante.Sedistribuye en dos plantas.En planta segunda consta de vestíbulo, escalera, salón-comedor, cocina amueblada,pasillo, aseo y terraza cubierta.En planta bajo cubierta consta de tres dormitorios, pasillo, baño y terraza cubierta.Cuenta con carpintería exterior en aluminio lacado blanco, con ventas climalit y PVC. La carpintería interior es en madera barnizada con armarios empotrados. Lo suelos son de gres con pintura lisa en paredesy techos alicatados en baños y cocina.Dispone de piscina comunitaria .Vivienda unifamiliar en edificio plurifamiliar a estrenar.La vivienda se ubica en zona residencial, bien comunicada con la autopista del mediterráneo, a 9 kilómetros de Denia y menos de 20 minutos de la zona costera.|Se distribuye en dos plantas.En planta segunda consta de vestíbulo, escalera, salón-comedor, cocina amueblada, pasillo, aseo y terraza cubierta.En planta bajo cubierta consta de tres dormitorios, pasillo, baño y terraza cubierta.|Dúplex|2009|78.2|99.71|1|E|0|1|0|0|66500|74300|||||||||||||||||||||||||||||||7|16.67|50|22|47
6043605|17004|Gerona|||Piso|||68|1||0|0|0|0|34700|73500|1255.91|5310|4.23|0.19|0.19|0.37|0.06|0.05|0.14|0.01|0.01|0|0.05|0.69|0.25|0.2|0.6|0.2|0.17|12|||1244.33|196502.5|153|50.48|25.42|962.5|6|51.1|869|39.51|15.34|8|47
6043674|43201|Tarragona|"Apartamento de un dormitorios y un baño ubicado en un edificio de cinco alturas sobre rasante. Se encuentra situado en la localidad de Reus, provincia de Tarragona.

Vivienda distribuida en hall, una habitación, un cuarto de baño, salón-comedor, terraza, balcón, cocina y trastero. 

Cuenta con puertas de paso de madera barnizada, armarios empotrados, ventanas abatibles en aluminio blanco lacado, pintura plástica lisa en techos y en paredes, molduras de escayola y suelos de plaqueta gres y suelos de hormigón en terraza y trastero. Dispone de agua caliente sanitaria y portero automático.

Edificio residencial de viviendas colectivas en manzana cerrada de cinco alturas sobre rasante destinadas a viviendas y una planta baja destinada a uso comercial. Es del año 1967 y se encuentra ubicado en el centro del municipio en una de las avenidas comerciales más completas y a escasos metros del ayuntamiento. 

Zona con buenas comunicaciones por carretera (N-420, N-420ª, C-14z, TV-7211), líneas de autobús (L10, L42, L60, L11, L41) y estación de tren de Reus. Cuenta con hoteles cercanos (Hotel Centre Reus, Hotel Gaudi, Hotel NH ciudad de Reus), instalaciones deportivas (Estadio Municipal De Reus), centros comerciales (Mercat central, Simply), centros educativos (Colegio María Rosa Molas, Instituto Baix Camp), centros sanitarios (Centro de salud libertat) y variedad en comercios y restauración.
"|Vivienda distribuida en hall, una habitación, un cuarto de baño, salón-comedor, terraza, balcón, cocina y trastero. |Piso|1967|32.26|35.69|1||1|0|0|0|33300||124.56|30278|243.08|0.24|0.24|0.23|0.05|0.12|0.1|0.06|0|0.02|0.02|0.5|0.4|0.24|0.59|0.18|0.13|4.87|3.5|1|1034.75|136080.28|2490|49.67|6.8|616.31|513|52.31|24|30.56|22.4|11|45
6043888|43882|Tarragona|||Chalet independiente||177.06|210.3|2||0|0|0|0|246000||||||||||||||||||||||||||||||||38|69.94|63.03|18|47
6043980|43006|Tarragona|||Piso||0|83|2||0|0|0|0|44900|46300|||||||||||||||||||||||||||||||101|35.48|28.48|32|46
6075821|29532|Málaga|Plaza de aparcamiento-trastero situada en la planta sótano de un edificio de tres plantas sobre rasante y unaplanta bajo rasante, situada en Calle las acacias, en el municipio de Mollina, provincia de Málaga. Cuenta con fácil acceso por carreteras, zona tranquila, con un buen nivel de servicios como autobuses, supermercados,restauración, farmacias, centros educativos de enseñanza primaria y secundaria. Centro de salud.||Garaje|2007||25|0||0|1|0|0|10400||7453.28|4918|0.66|0.18|0.18|0.03|0.12|0.08|0.41|0.02|0|0.01|0.1|0.55|0.33|0.42|0.17|0.42|0.11|5.37|2|0|735.09|95369.62|543|48.44|3.35|399.81|21|51.09|11|12.5|25|2|47
6075846|46367|Valencia|Plaza de garaje número 15 con ubicada en la planta sótano de un edificio de manzana cerrada de tres plantas sobre rasante y un sótano bajo rasante.La plaza de garaje cuenta con una superficie de 9,90 m² ubicada en el centro del municipio Yátova, provincia de Valencia, en una zona residencial.El acceso rodado es por la CalleMayor.||Garaje|2008||28|0||0|1|0|0|6300|7000|12014.32|2074|0.17|0.17|0.17|0.24|0.15|0.12|0.15|0.01|0|0|0.07|0.43|0.49|0|0|0|0.11|5.67|||553.61|87941.07|135|49.84|3.82|387.5|9|51.32|6|33.33|33.33|1|46
6075879|46400|Valencia|||Piso||66.28|80.03|1||0|0|0|0|40000|47600|743.27|10755|14.47|0.28|0.28|0.18|0.1|0.05|0.1|0.02|0.01|0.01|0.02|0.58|0.37|0.47|0.42|0.11|0.13|5.1|5|0|877.64|123177.71|1329|49.83|5.77|543|144|52.12|656|38.87|27.55|5|47
6075999|46240|Valencia|Plaza de garaje situada en la planta sótano de un edificio residencial de cuatro plantas sobre rasante y una planta bajo rasante, ubicado en la calle Llombai número 6, localidad de Carlet, provincia de Valencia.Cuentacon fácil acceso por carreteras, zona tranquila con un buen nivel de servicios como autobuses, supermercados,restauración, farmacias, centros educativos de enseñanza primaria y secundaria y centro de salud.||Garaje|2012||34.64|0||0|1|0|0|8500||4585.74|15419|3.36|0.15|0.15|0.19|0.13|0.09|0.29|0.02|0.01|0.01|0.03|0.45|0.48|0.59|0.14|0.27|0.1|7.12|4|0|713.63|117101.62|1188|48.77|3.96|366.62|30|51.21|2|0|0|10|22
6076010|46240|Valencia|Piso de dos dormitorios y un baño ubicado en la planta baja  de un edificio de cuatro alturas sobre rasante con ascensor. Se encuentra ubicado en el municipio de Carlet, provincia de Valencia. Vivienda distribuida en dos dormitorios, un baño, un salón-comedor y una cocina.Cuenta con puertas interiores de madera, ventanas correderas de aluminio anodizado, pintura plástica lisa en paredes, pintura lisa en techos y suelos de plaqueta.Edificio en manzana cerrada de cuatro plantas sobre rasante y un sótano bajo rasante. Su año de construcciónes 2012 y se encuentra en el centro del municipio a cuarenta minutos en coche de la playa. Zona que dispone de centros de educación y ocio, comercios y actividades culturales.Zona de fácil acceso por carretera (A 7 y CV 50), línea de autobuses (red de autobuses urbano e interurbano) y línea de metro (estación de metro línea 1Carlet). Cuenta con centros educativos, escuelas infantiles (Escuela Infantil Ninos), colegios públicos (Colegio Público Bosch Marín, Colegio Público Sant Bernat y Colegio Público Juan Vicente Mora) e institutos (IES Eduardo Primo Marqués). Centros sanitarios, centros de salud (C.S.I. Carlet Centro de Salud y Centro de Salud deCarlet Urgencias) y clínicas (Dental Carlet, Clínica Odontológica Dr. Bolaños, Clínica dental Bernat Hervas yClínica dental Hernal). Zonas de ocio, centros comerciales (Mercadona, Consum, Vidal Tiendas Supermercados, Superdumbo y Associació Carlet Comercial), teatros (Teatre Giner), instalaciones deportivas (Polideportivo Carlet y Gimnasio Multisport) y hoteles (Hotel Ciutat De Carlet).|Vivienda distribuida en dos dormitorios, un baño, un salón-comedor y una cocina.|Piso|2012||93.28|1||0|1|0|0|90200||4585.74|15419|3.36|0.15|0.15|0.19|0.13|0.09|0.29|0.02|0.01|0.01|0.03|0.45|0.48|0.59|0.14|0.27|0.1|7.12|4|0|713.63|117101.62|1188|48.77|3.96|366.62|30|51.21|10|11.11|22.22|9|36
